"id","publishDate","notificationNumber","currentContractStage","customer.name","customer.inn","OKPD2.code","OKPD2.name","OKEI.code","OKEI.fullName","quantity","sumRUR","supplier.name","supplier.inn","supplier.OKTMO.code","supplier.OKTMO.name","OKEI.name"
"39440678","2018-01-22T14:08:20.538+05:00","0369100040717000306","E","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ  ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 72 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""","7405001608","43.21.10.130","Работы по монтажу сетей электроосвещения и электроснабжения и электроарматуры для систем аварийного электроснабжения","796","","1.0","163464.00",NA,"742301703051","75746000001","г Снежинск","Штука"
"39440996","2018-01-22T14:10:50.397+05:00","0369100040717000310","E","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ  ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 72 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""","7405001608","38.21.22.000","Услуги по прочему захоронению мусора","796","","1.0","681307.20","Открытое акционерное общество «Автотранспортное предприятие»","7405000795","75707000001","г Трехгорный","Штука"
