"id","publishDate","notificationNumber","currentContractStage","customer.name","customer.inn","OKPD2.code","OKPD2.name","OKEI.code","OKEI.fullName","quantity","sumRUR","supplier.name","supplier.inn","supplier.OKTMO.code","supplier.OKTMO.name","OKEI.name"
"39665908","2018-01-31T08:51:01.991+09:00","0323100005117000065","E","ябнандмемяйюъ анкэмхжю тедепюкэмнцн цнясдюпярбеммнцн ачдфермнцн свпефдемхъ гдпюбннупюмемхъ ""дюкэмебнярнвмши нйпсфмни ледхжхмяйхи жемрп тедепюкэмнцн ледхйн-ахнкнцхвеяйнцн юцемярбю""","2539008116","23.19.23.110","оНЯСДЮ ДКЪ КЮАНПЮРНПМШУ ЖЕКЕИ ЯРЕЙКЪММЮЪ","796","","650.0","1150.50","наыеярбн я нцпюмхвеммни нрберярбеммнярэч ""юяянжхюжхъ пецхнмюкэмнцн янрпсдмхвеярбю""","7718991696","45301000","ЛСМХЖХОЮКЭМШИ НЙПСЦ аНЦНПНДЯЙНЕ","ьРСЙЮ"
"39720332","2018-01-31T09:03:47.203+09:00","0323100005117000067","E","ябнандмемяйюъ анкэмхжю тедепюкэмнцн цнясдюпярбеммнцн ачдфермнцн свпефдемхъ гдпюбннупюмемхъ ""дюкэмебнярнвмши нйпсфмни ледхжхмяйхи жемрп тедепюкэмнцн ледхйн-ахнкнцхвеяйнцн юцемярбю""","2539008116","32.50.21.112","нАНПСДНБЮМХЕ РЕПЮОЕБРХВЕЯЙХЕ","796","","1.0","2966.67",NA,"550100667957","52701000001","Ц нЛЯЙ","ьРСЙЮ"
